sequence_id,speaker_id,sequence_index,utterance_ids,window_files,labels,sequence_label,escalation_label,split
seq_000332,16,38,"[""16_03-01-06-01-02-01-16"", ""16_03-01-06-01-02-02-16"", ""16_03-01-06-02-01-01-16"", ""16_03-01-06-02-01-02-16""]","[""data/processed/audio/train/16_03-01-06-01-02-01-16_win0.wav"", ""data/processed/audio/train/16_03-01-06-01-02-02-16_win0.wav"", ""data/processed/audio/train/16_03-01-06-02-01-01-16_win0.wav"", ""data/processed/audio/train/16_03-01-06-02-01-02-16_win0.wav""]","[1, 1, 1, 1]",1,0,train
seq_000333,16,39,"[""16_03-01-06-01-02-02-16"", ""16_03-01-06-02-01-01-16"", ""16_03-01-06-02-01-02-16"", ""16_03-01-06-02-02-01-16""]","[""data/processed/audio/train/16_03-01-06-01-02-02-16_win0.wav"", ""data/processed/audio/train/16_03-01-06-02-01-01-16_win0.wav"", ""data/processed/audio/train/16_03-01-06-02-01-02-16_win0.wav"", ""data/processed/audio/train/16_03-01-06-02-02-01-16_win0.wav""]","[1, 1, 1, 1]",1,0,train
seq_000334,16,40,"[""16_03-01-06-02-01-01-16"", ""16_03-01-06-02-01-02-16"", ""16_03-01-06-02-02-01-16"", ""16_03-01-06-02-02-02-16""]","[""data/processed/audio/train/16_03-01-06-02-01-01-16_win0.wav"", ""data/processed/audio/train/16_03-01-06-02-01-02-16_win0.wav"", ""data/processed/audio/train/16_03-01-06-02-02-01-16_win0.wav"", ""data/processed/audio/train/16_03-01-06-02-02-02-16_win0.wav""]","[1, 1, 1, 1]",1,0,train
seq_000335,16,41,"[""16_03-01-06-02-01-02-16"", ""16_03-01-06-02-02-01-16"", ""16_03-01-06-02-02-02-16"", ""16_03-01-07-01-01-01-16""]","[""data/processed/audio/train/16_03-01-06-02-01-02-16_win0.wav"", ""data/processed/audio/train/16_03-01-06-02-02-01-16_win0.wav"", ""data/processed/audio/train/16_03-01-06-02-02-02-16_win0.wav"", ""data/processed/audio/train/16_03-01-07-01-01-01-16_win0.wav""]","[1, 1, 1, 1]",1,0,train
seq_000336,16,42,"[""16_03-01-06-02-02-01-16"", ""16_03-01-06-02-02-02-16"", ""16_03-01-07-01-01-01-16"", ""16_03-01-07-01-01-02-16""]","[""data/processed/audio/train/16_03-01-06-02-02-01-16_win0.wav"", ""data/processed/audio/train/16_03-01-06-02-02-02-16_win0.wav"", ""data/processed/audio/train/16_03-01-07-01-01-01-16_win0.wav"", ""data/processed/audio/train/16_03-01-07-01-01-02-16_win0.wav""]","[1, 1, 1, 1]",1,0,train
seq_000337,16,43,"[""16_03-01-06-02-02-02-16"", ""16_03-01-07-01-01-01-16"", ""16_03-01-07-01-01-02-16"", ""16_03-01-07-01-02-01-16""]","[""data/processed/audio/train/16_03-01-06-02-02-02-16_win0.wav"", ""data/processed/audio/train/16_03-01-07-01-01-01-16_win0.wav"", ""data/processed/audio/train/16_03-01-07-01-01-02-16_win0.wav"", ""data/processed/audio/train/16_03-01-07-01-02-01-16_win0.wav""]","[1, 1, 1, 1]",1,0,train
seq_000338,16,44,"[""16_03-01-07-01-01-01-16"", ""16_03-01-07-01-01-02-16"", ""16_03-01-07-01-02-01-16"", ""16_03-01-07-01-02-02-16""]","[""data/processed/audio/train/16_03-01-07-01-01-01-16_win0.wav"", ""data/processed/audio/train/16_03-01-07-01-01-02-16_win0.wav"", ""data/processed/audio/train/16_03-01-07-01-02-01-16_win0.wav"", ""data/processed/audio/train/16_03-01-07-01-02-02-16_win0.wav""]","[1, 1, 1, 1]",1,0,train
seq_000339,16,45,"[""16_03-01-07-01-01-02-16"", ""16_03-01-07-01-02-01-16"", ""16_03-01-07-01-02-02-16"", ""16_03-01-07-02-01-01-16""]","[""data/processed/audio/train/16_03-01-07-01-01-02-16_win0.wav"", ""data/processed/audio/train/16_03-01-07-01-02-01-16_win0.wav"", ""data/processed/audio/train/16_03-01-07-01-02-02-16_win0.wav"", ""data/processed/audio/train/16_03-01-07-02-01-01-16_win0.wav""]","[1, 1, 1, 1]",1,0,train
seq_000340,16,46,"[""16_03-01-07-01-02-01-16"", ""16_03-01-07-01-02-02-16"", ""16_03-01-07-02-01-01-16"", ""16_03-01-07-02-01-02-16""]","[""data/processed/audio/train/16_03-01-07-01-02-01-16_win0.wav"", ""data/processed/audio/train/16_03-01-07-01-02-02-16_win0.wav"", ""data/processed/audio/train/16_03-01-07-02-01-01-16_win0.wav"", ""data/processed/audio/train/16_03-01-07-02-01-02-16_win0.wav""]","[1, 1, 1, 1]",1,0,train
seq_000341,16,47,"[""16_03-01-07-01-02-02-16"", ""16_03-01-07-02-01-01-16"", ""16_03-01-07-02-01-02-16"", ""16_03-01-07-02-02-01-16""]","[""data/processed/audio/train/16_03-01-07-01-02-02-16_win0.wav"", ""data/processed/audio/train/16_03-01-07-02-01-01-16_win0.wav"", ""data/processed/audio/train/16_03-01-07-02-01-02-16_win0.wav"", ""data/processed/audio/train/16_03-01-07-02-02-01-16_win0.wav""]","[1, 1, 1, 1]",1,0,train
seq_000342,16,48,"[""16_03-01-07-02-01-01-16"", ""16_03-01-07-02-01-02-16"", ""16_03-01-07-02-02-01-16"", ""16_03-01-07-02-02-02-16""]","[""data/processed/audio/train/16_03-01-07-02-01-01-16_win0.wav"", ""data/processed/audio/train/16_03-01-07-02-01-02-16_win0.wav"", ""data/processed/audio/train/16_03-01-07-02-02-01-16_win0.wav"", ""data/processed/audio/train/16_03-01-07-02-02-02-16_win0.wav""]","[1, 1, 1, 1]",1,0,train
seq_000343,17,0,"[""17_03-01-01-01-01-01-17"", ""17_03-01-01-01-01-02-17"", ""17_03-01-01-01-02-01-17"", ""17_03-01-01-01-02-02-17""]","[""data/processed/audio/train/17_03-01-01-01-01-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-01-01-01-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-01-01-02-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-01-01-02-02-17_win0.wav""]","[0, 0, 0, 0]",0,0,train
seq_000344,17,1,"[""17_03-01-01-01-01-02-17"", ""17_03-01-01-01-02-01-17"", ""17_03-01-01-01-02-02-17"", ""17_03-01-02-01-01-01-17""]","[""data/processed/audio/train/17_03-01-01-01-01-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-01-01-02-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-01-01-02-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-02-01-01-01-17_win0.wav""]","[0, 0, 0, 0]",0,0,train
seq_000345,17,2,"[""17_03-01-01-01-02-01-17"", ""17_03-01-01-01-02-02-17"", ""17_03-01-02-01-01-01-17"", ""17_03-01-02-01-01-02-17""]","[""data/processed/audio/train/17_03-01-01-01-02-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-01-01-02-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-02-01-01-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-02-01-01-02-17_win0.wav""]","[0, 0, 0, 0]",0,0,train
seq_000346,17,3,"[""17_03-01-01-01-02-02-17"", ""17_03-01-02-01-01-01-17"", ""17_03-01-02-01-01-02-17"", ""17_03-01-02-01-02-01-17""]","[""data/processed/audio/train/17_03-01-01-01-02-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-02-01-01-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-02-01-01-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-02-01-02-01-17_win0.wav""]","[0, 0, 0, 0]",0,0,train
seq_000347,17,4,"[""17_03-01-02-01-01-01-17"", ""17_03-01-02-01-01-02-17"", ""17_03-01-02-01-02-01-17"", ""17_03-01-02-01-02-02-17""]","[""data/processed/audio/train/17_03-01-02-01-01-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-02-01-01-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-02-01-02-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-02-01-02-02-17_win0.wav""]","[0, 0, 0, 0]",0,0,train
seq_000348,17,5,"[""17_03-01-02-01-01-02-17"", ""17_03-01-02-01-02-01-17"", ""17_03-01-02-01-02-02-17"", ""17_03-01-02-02-01-01-17""]","[""data/processed/audio/train/17_03-01-02-01-01-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-02-01-02-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-02-01-02-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-02-02-01-01-17_win0.wav""]","[0, 0, 0, 0]",0,0,train
seq_000349,17,6,"[""17_03-01-02-01-02-01-17"", ""17_03-01-02-01-02-02-17"", ""17_03-01-02-02-01-01-17"", ""17_03-01-02-02-01-02-17""]","[""data/processed/audio/train/17_03-01-02-01-02-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-02-01-02-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-02-02-01-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-02-02-01-02-17_win0.wav""]","[0, 0, 0, 0]",0,0,train
seq_000350,17,7,"[""17_03-01-02-01-02-02-17"", ""17_03-01-02-02-01-01-17"", ""17_03-01-02-02-01-02-17"", ""17_03-01-02-02-02-01-17""]","[""data/processed/audio/train/17_03-01-02-01-02-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-02-02-01-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-02-02-01-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-02-02-02-01-17_win0.wav""]","[0, 0, 0, 0]",0,0,train
seq_000351,17,8,"[""17_03-01-02-02-01-01-17"", ""17_03-01-02-02-01-02-17"", ""17_03-01-02-02-02-01-17"", ""17_03-01-02-02-02-02-17""]","[""data/processed/audio/train/17_03-01-02-02-01-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-02-02-01-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-02-02-02-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-02-02-02-02-17_win0.wav""]","[0, 0, 0, 0]",0,0,train
seq_000352,17,9,"[""17_03-01-02-02-01-02-17"", ""17_03-01-02-02-02-01-17"", ""17_03-01-02-02-02-02-17"", ""17_03-01-03-01-01-01-17""]","[""data/processed/audio/train/17_03-01-02-02-01-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-02-02-02-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-02-02-02-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-03-01-01-01-17_win0.wav""]","[0, 0, 0, 0]",0,0,train
seq_000353,17,10,"[""17_03-01-02-02-02-01-17"", ""17_03-01-02-02-02-02-17"", ""17_03-01-03-01-01-01-17"", ""17_03-01-03-01-01-02-17""]","[""data/processed/audio/train/17_03-01-02-02-02-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-02-02-02-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-03-01-01-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-03-01-01-02-17_win0.wav""]","[0, 0, 0, 0]",0,0,train
seq_000354,17,11,"[""17_03-01-02-02-02-02-17"", ""17_03-01-03-01-01-01-17"", ""17_03-01-03-01-01-02-17"", ""17_03-01-03-01-02-01-17""]","[""data/processed/audio/train/17_03-01-02-02-02-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-03-01-01-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-03-01-01-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-03-01-02-01-17_win0.wav""]","[0, 0, 0, 0]",0,0,train
seq_000355,17,12,"[""17_03-01-03-01-01-01-17"", ""17_03-01-03-01-01-02-17"", ""17_03-01-03-01-02-01-17"", ""17_03-01-03-01-02-02-17""]","[""data/processed/audio/train/17_03-01-03-01-01-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-03-01-01-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-03-01-02-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-03-01-02-02-17_win0.wav""]","[0, 0, 0, 0]",0,0,train
seq_000356,17,13,"[""17_03-01-03-01-01-02-17"", ""17_03-01-03-01-02-01-17"", ""17_03-01-03-01-02-02-17"", ""17_03-01-03-02-01-01-17""]","[""data/processed/audio/train/17_03-01-03-01-01-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-03-01-02-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-03-01-02-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-03-02-01-01-17_win0.wav""]","[0, 0, 0, 0]",0,0,train
seq_000357,17,14,"[""17_03-01-03-01-02-01-17"", ""17_03-01-03-01-02-02-17"", ""17_03-01-03-02-01-01-17"", ""17_03-01-03-02-01-02-17""]","[""data/processed/audio/train/17_03-01-03-01-02-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-03-01-02-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-03-02-01-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-03-02-01-02-17_win0.wav""]","[0, 0, 0, 0]",0,0,train
seq_000358,17,15,"[""17_03-01-03-01-02-02-17"", ""17_03-01-03-02-01-01-17"", ""17_03-01-03-02-01-02-17"", ""17_03-01-03-02-02-01-17""]","[""data/processed/audio/train/17_03-01-03-01-02-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-03-02-01-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-03-02-01-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-03-02-02-01-17_win0.wav""]","[0, 0, 0, 0]",0,0,train
seq_000359,17,16,"[""17_03-01-03-02-01-01-17"", ""17_03-01-03-02-01-02-17"", ""17_03-01-03-02-02-01-17"", ""17_03-01-03-02-02-02-17""]","[""data/processed/audio/train/17_03-01-03-02-01-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-03-02-01-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-03-02-02-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-03-02-02-02-17_win0.wav""]","[0, 0, 0, 0]",0,0,train
seq_000360,17,17,"[""17_03-01-03-02-01-02-17"", ""17_03-01-03-02-02-01-17"", ""17_03-01-03-02-02-02-17"", ""17_03-01-04-01-01-01-17""]","[""data/processed/audio/train/17_03-01-03-02-01-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-03-02-02-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-03-02-02-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-04-01-01-01-17_win0.wav""]","[0, 0, 0, 0]",0,0,train
seq_000361,17,18,"[""17_03-01-03-02-02-01-17"", ""17_03-01-03-02-02-02-17"", ""17_03-01-04-01-01-01-17"", ""17_03-01-04-01-01-02-17""]","[""data/processed/audio/train/17_03-01-03-02-02-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-03-02-02-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-04-01-01-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-04-01-01-02-17_win0.wav""]","[0, 0, 0, 0]",0,0,train
seq_000362,17,19,"[""17_03-01-03-02-02-02-17"", ""17_03-01-04-01-01-01-17"", ""17_03-01-04-01-01-02-17"", ""17_03-01-04-01-02-01-17""]","[""data/processed/audio/train/17_03-01-03-02-02-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-04-01-01-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-04-01-01-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-04-01-02-01-17_win0.wav""]","[0, 0, 0, 0]",0,0,train
seq_000363,17,20,"[""17_03-01-04-01-01-01-17"", ""17_03-01-04-01-01-02-17"", ""17_03-01-04-01-02-01-17"", ""17_03-01-04-01-02-02-17""]","[""data/processed/audio/train/17_03-01-04-01-01-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-04-01-01-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-04-01-02-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-04-01-02-02-17_win0.wav""]","[0, 0, 0, 0]",0,0,train
seq_000364,17,21,"[""17_03-01-04-01-01-02-17"", ""17_03-01-04-01-02-01-17"", ""17_03-01-04-01-02-02-17"", ""17_03-01-04-02-01-01-17""]","[""data/processed/audio/train/17_03-01-04-01-01-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-04-01-02-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-04-01-02-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-04-02-01-01-17_win0.wav""]","[0, 0, 0, 0]",0,0,train
seq_000365,17,22,"[""17_03-01-04-01-02-01-17"", ""17_03-01-04-01-02-02-17"", ""17_03-01-04-02-01-01-17"", ""17_03-01-04-02-01-02-17""]","[""data/processed/audio/train/17_03-01-04-01-02-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-04-01-02-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-04-02-01-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-04-02-01-02-17_win0.wav""]","[0, 0, 0, 0]",0,0,train
seq_000366,17,23,"[""17_03-01-04-01-02-02-17"", ""17_03-01-04-02-01-01-17"", ""17_03-01-04-02-01-02-17"", ""17_03-01-04-02-02-01-17""]","[""data/processed/audio/train/17_03-01-04-01-02-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-04-02-01-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-04-02-01-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-04-02-02-01-17_win0.wav""]","[0, 0, 0, 0]",0,0,train
seq_000367,17,24,"[""17_03-01-04-02-01-01-17"", ""17_03-01-04-02-01-02-17"", ""17_03-01-04-02-02-01-17"", ""17_03-01-04-02-02-02-17""]","[""data/processed/audio/train/17_03-01-04-02-01-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-04-02-01-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-04-02-02-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-04-02-02-02-17_win0.wav""]","[0, 0, 0, 0]",0,0,train
seq_000368,17,25,"[""17_03-01-04-02-01-02-17"", ""17_03-01-04-02-02-01-17"", ""17_03-01-04-02-02-02-17"", ""17_03-01-05-01-01-01-17""]","[""data/processed/audio/train/17_03-01-04-02-01-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-04-02-02-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-04-02-02-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-05-01-01-01-17_win0.wav""]","[0, 0, 0, 1]",1,0,train
seq_000369,17,26,"[""17_03-01-04-02-02-01-17"", ""17_03-01-04-02-02-02-17"", ""17_03-01-05-01-01-01-17"", ""17_03-01-05-01-01-02-17""]","[""data/processed/audio/train/17_03-01-04-02-02-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-04-02-02-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-05-01-01-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-05-01-01-02-17_win0.wav""]","[0, 0, 1, 1]",1,1,train
seq_000370,17,27,"[""17_03-01-04-02-02-02-17"", ""17_03-01-05-01-01-01-17"", ""17_03-01-05-01-01-02-17"", ""17_03-01-05-01-02-01-17""]","[""data/processed/audio/train/17_03-01-04-02-02-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-05-01-01-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-05-01-01-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-05-01-02-01-17_win0.wav""]","[0, 1, 1, 1]",1,1,train
seq_000371,17,28,"[""17_03-01-05-01-01-01-17"", ""17_03-01-05-01-01-02-17"", ""17_03-01-05-01-02-01-17"", ""17_03-01-05-01-02-02-17""]","[""data/processed/audio/train/17_03-01-05-01-01-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-05-01-01-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-05-01-02-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-05-01-02-02-17_win0.wav""]","[1, 1, 1, 1]",1,0,train
seq_000372,17,29,"[""17_03-01-05-01-01-02-17"", ""17_03-01-05-01-02-01-17"", ""17_03-01-05-01-02-02-17"", ""17_03-01-05-02-01-01-17""]","[""data/processed/audio/train/17_03-01-05-01-01-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-05-01-02-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-05-01-02-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-05-02-01-01-17_win0.wav""]","[1, 1, 1, 1]",1,0,train
seq_000373,17,30,"[""17_03-01-05-01-02-01-17"", ""17_03-01-05-01-02-02-17"", ""17_03-01-05-02-01-01-17"", ""17_03-01-05-02-01-02-17""]","[""data/processed/audio/train/17_03-01-05-01-02-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-05-01-02-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-05-02-01-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-05-02-01-02-17_win0.wav""]","[1, 1, 1, 1]",1,0,train
seq_000374,17,31,"[""17_03-01-05-01-02-02-17"", ""17_03-01-05-02-01-01-17"", ""17_03-01-05-02-01-02-17"", ""17_03-01-05-02-02-01-17""]","[""data/processed/audio/train/17_03-01-05-01-02-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-05-02-01-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-05-02-01-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-05-02-02-01-17_win0.wav""]","[1, 1, 1, 1]",1,0,train
seq_000375,17,32,"[""17_03-01-05-02-01-01-17"", ""17_03-01-05-02-01-02-17"", ""17_03-01-05-02-02-01-17"", ""17_03-01-05-02-02-02-17""]","[""data/processed/audio/train/17_03-01-05-02-01-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-05-02-01-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-05-02-02-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-05-02-02-02-17_win0.wav""]","[1, 1, 1, 1]",1,0,train
seq_000376,17,33,"[""17_03-01-05-02-01-02-17"", ""17_03-01-05-02-02-01-17"", ""17_03-01-05-02-02-02-17"", ""17_03-01-06-01-01-01-17""]","[""data/processed/audio/train/17_03-01-05-02-01-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-05-02-02-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-05-02-02-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-06-01-01-01-17_win0.wav""]","[1, 1, 1, 1]",1,0,train
seq_000377,17,34,"[""17_03-01-05-02-02-01-17"", ""17_03-01-05-02-02-02-17"", ""17_03-01-06-01-01-01-17"", ""17_03-01-06-01-01-02-17""]","[""data/processed/audio/train/17_03-01-05-02-02-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-05-02-02-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-06-01-01-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-06-01-01-02-17_win0.wav""]","[1, 1, 1, 1]",1,0,train
seq_000378,17,35,"[""17_03-01-05-02-02-02-17"", ""17_03-01-06-01-01-01-17"", ""17_03-01-06-01-01-02-17"", ""17_03-01-06-01-02-01-17""]","[""data/processed/audio/train/17_03-01-05-02-02-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-06-01-01-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-06-01-01-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-06-01-02-01-17_win0.wav""]","[1, 1, 1, 1]",1,0,train
seq_000379,17,36,"[""17_03-01-06-01-01-01-17"", ""17_03-01-06-01-01-02-17"", ""17_03-01-06-01-02-01-17"", ""17_03-01-06-01-02-02-17""]","[""data/processed/audio/train/17_03-01-06-01-01-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-06-01-01-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-06-01-02-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-06-01-02-02-17_win0.wav""]","[1, 1, 1, 1]",1,0,train
seq_000380,17,37,"[""17_03-01-06-01-01-02-17"", ""17_03-01-06-01-02-01-17"", ""17_03-01-06-01-02-02-17"", ""17_03-01-06-02-01-01-17""]","[""data/processed/audio/train/17_03-01-06-01-01-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-06-01-02-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-06-01-02-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-06-02-01-01-17_win0.wav""]","[1, 1, 1, 1]",1,0,train
seq_000381,17,38,"[""17_03-01-06-01-02-01-17"", ""17_03-01-06-01-02-02-17"", ""17_03-01-06-02-01-01-17"", ""17_03-01-06-02-01-02-17""]","[""data/processed/audio/train/17_03-01-06-01-02-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-06-01-02-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-06-02-01-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-06-02-01-02-17_win0.wav""]","[1, 1, 1, 1]",1,0,train
seq_000382,17,39,"[""17_03-01-06-01-02-02-17"", ""17_03-01-06-02-01-01-17"", ""17_03-01-06-02-01-02-17"", ""17_03-01-06-02-02-01-17""]","[""data/processed/audio/train/17_03-01-06-01-02-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-06-02-01-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-06-02-01-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-06-02-02-01-17_win0.wav""]","[1, 1, 1, 1]",1,0,train
seq_000383,17,40,"[""17_03-01-06-02-01-01-17"", ""17_03-01-06-02-01-02-17"", ""17_03-01-06-02-02-01-17"", ""17_03-01-06-02-02-02-17""]","[""data/processed/audio/train/17_03-01-06-02-01-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-06-02-01-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-06-02-02-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-06-02-02-02-17_win0.wav""]","[1, 1, 1, 1]",1,0,train
seq_000384,17,41,"[""17_03-01-06-02-01-02-17"", ""17_03-01-06-02-02-01-17"", ""17_03-01-06-02-02-02-17"", ""17_03-01-07-01-01-01-17""]","[""data/processed/audio/train/17_03-01-06-02-01-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-06-02-02-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-06-02-02-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-07-01-01-01-17_win0.wav""]","[1, 1, 1, 1]",1,0,train
seq_000385,17,42,"[""17_03-01-06-02-02-01-17"", ""17_03-01-06-02-02-02-17"", ""17_03-01-07-01-01-01-17"", ""17_03-01-07-01-01-02-17""]","[""data/processed/audio/train/17_03-01-06-02-02-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-06-02-02-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-07-01-01-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-07-01-01-02-17_win0.wav""]","[1, 1, 1, 1]",1,0,train
seq_000386,17,43,"[""17_03-01-06-02-02-02-17"", ""17_03-01-07-01-01-01-17"", ""17_03-01-07-01-01-02-17"", ""17_03-01-07-01-02-01-17""]","[""data/processed/audio/train/17_03-01-06-02-02-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-07-01-01-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-07-01-01-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-07-01-02-01-17_win0.wav""]","[1, 1, 1, 1]",1,0,train
seq_000387,17,44,"[""17_03-01-07-01-01-01-17"", ""17_03-01-07-01-01-02-17"", ""17_03-01-07-01-02-01-17"", ""17_03-01-07-01-02-02-17""]","[""data/processed/audio/train/17_03-01-07-01-01-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-07-01-01-02-17_win0.wav"", ""data/processed/audio/train/17_03-01-07-01-02-01-17_win0.wav"", ""data/processed/audio/train/17_03-01-07-01-02-02-17_win0.wav""]","[1, 1, 1, 1]",1,0,train
